Player,Elo,Score,game_count,player_name,Pos,team,dob
Sam Bennett,1507.35088,48.21939962,45,Sam Bennett,C,CGY,6/20/96
Sam Gagner,1494.04513,34.57789537,113,Sam Gagner,C,PHI,8/10/89
Sami Vatanen,1527.85438,69.24028025,121,Sami Vatanen,D,ANA,6/3/91
Sam Reinhart,1500.33683,41.02835868,51,Sam Reinhart,C,BUF,11/6/95
Scott Darling,1479.48198,19.64726217,113,Scott Darling,G,CHI,12/22/88
Scott Gomez,1494.81043,35.36250677,18,Scott Gomez,C,OTT,12/23/79
Scott Hartnell,1506.61019,47.46001921,89,Scott Hartnell,L,CBJ,4/18/82
Scottie Upshall,1491.64077,32.1128643,46,Scottie Upshall,R,STL,10/7/83
Scott Kosmachuk,1497.12372,37.7341698,7,Scott Kosmachuk,R,WPG,1/24/94
Scott Laughton,1484.22171,24.50659343,68,Scott Laughton,C,PHI,5/30/94
Scott Wilson,1496.49479,37.08936953,8,Scott Wilson,L,PIT,4/24/92
Sean Couturier,1518.70747,59.86255921,99,Sean Couturier,C,PHI,12/7/92
Sean Monahan,1517.76196,58.89319043,86,Sean Monahan,C,CGY,10/12/94
Semyon Varlamov,1518.54897,59.70005966,108,Semyon Varlamov,G,COL,4/27/88
Sergei Bobrovsky,1518.07585,59.21500106,123,Sergei Bobrovsky,G,CBJ,9/20/88
Sergei Plotnikov,1487.70989,28.08279337,83,Sergei Plotnikov,L,ARI,6/3/90
Sergey Kalinin,1484.07936,24.3606514,69,Sergey Kalinin,C,NJD,3/17/91
Seth Helgeson,1493.90104,34.43016943,20,Seth Helgeson,D,NJD,10/8/90
Seth Jones,1520.65031,61.85442439,79,Seth Jones,D,CBJ,10/3/94
Shane Doan,1502.18631,42.92450804,73,Shane Doan,R,ARI,10/10/76
Shane Prince,1494.4351,34.97770578,70,Shane Prince,C,NYI,11/16/92
Shawn Horcoff,1488.4262,28.81717857,78,Shawn Horcoff,C,ANA,9/17/78
Shawn Matthias,1479.76761,19.94009969,111,Shawn Matthias,C,COL,2/19/88
Shawn Thornton,1484.60484,24.89939125,71,Shawn Thornton,L,FLA,7/23/77
Shayne Gostisbehere,1506.25704,47.09795791,25,Shayne Gostisbehere,D,PHI,4/20/93
Shea Weber,1539.13136,80.80182098,124,Shea Weber,D,NSH,8/14/85
Sidney Crosby,1557.85702,100,158,Sidney Crosby,C,PIT,8/7/87
Simon Despres,1508.84605,49.75229839,113,Simon Despres,D,ANA,7/27/91
Stanislav Galiev,1483.51714,23.78424447,92,Stanislav Galiev,R,WSH,1/17/92
Stefan Matteau,1486.97377,27.32809828,29,Stefan Matteau,C,MTL,2/23/94
Stephane Robidas,1476.6282,16.72147054,83,Stephane Robidas,D,TOR,3/3/77
Stephen Gionta,1472.80682,12.80366271,110,Stephen Gionta,C,NJD,10/9/83
Stephen Johns,1500.03034,40.71413479,25,Stephen Johns,D,DAL,4/18/92
Steve Bernier,1493.01426,33.52101263,49,Steve Bernier,R,NYI,3/31/85
Steve Mason,1534.65619,76.21372556,127,Steve Mason,G,PHI,5/29/88
Steven Kampfer,1477.82636,17.94986463,103,Steven Kampfer,D,FLA,9/24/88
Steven Stamkos,1542.64202,84.40106817,124,Steven Stamkos,C,TBL,2/7/90
Steve Ott,1479.89328,20.06894082,80,Steve Ott,C,STL,8/19/82
Sven Andrighetto,1500.64182,41.34104473,13,Sven Andrighetto,R,MTL,3/21/93
Sven Baertschi,1493.41812,33.93506354,33,Sven Baertschi,L,VAN,10/5/92
Tanner Glass,1467.22496,7.080951331,93,Tanner Glass,L,NYR,11/29/83
Tanner Pearson,1500.94275,41.64956833,79,Tanner Pearson,L,LAK,8/10/92
Taylor Chorney,1480.74148,20.9385441,102,Taylor Chorney,D,WSH,4/27/87
Taylor Hall,1531.65468,73.13647615,95,Taylor Hall,L,EDM,11/14/91
Teddy Purcell,1492.60046,33.09677089,86,Teddy Purcell,R,FLA,9/8/85
Teemu Pulkkinen,1501.74218,42.46917096,38,Teemu Pulkkinen,L,DET,1/2/92
Teuvo Teravainen,1504.03851,44.82344603,100,Teuvo Teravainen,C,CHI,9/11/94
Thomas Greiss,1507.87998,48.76185081,147,Thomas Greiss,G,NYI,1/29/86
Thomas Hickey,1502.72304,43.47478176,105,Thomas Hickey,D,NYI,2/8/89
Thomas Vanek,1512.95009,53.9598988,90,Thomas Vanek,L,MIN,1/19/84
TJ Brodie,1534.67236,76.23030359,120,TJ Brodie,D,CGY,6/7/90
T.J. Oshie,1526.95902,68.32232694,82,T.J. Oshie,R,WSH,12/23/86
Toby Enstrom,1522.078,63.31814039,123,Toby Enstrom,D,WPG,11/5/84
Tobias Rieder,1486.69164,27.03884908,80,Tobias Rieder,R,ARI,1/10/93
Tomas Fleischmann,1493.89314,34.42207008,54,Tomas Fleischmann,L,CHI,5/16/84
Tomas Hertl,1523.39029,64.66354442,104,Tomas Hertl,C,SJS,11/12/93
Tomas Jurco,1497.41816,38.03603963,73,Tomas Jurco,R,DET,12/28/92
Tomas Plekanec,1520.35805,61.55478957,100,Tomas Plekanec,C,MTL,10/31/82
Tomas Tatar,1527.11361,68.48081782,103,Tomas Tatar,L,DET,12/1/90
Tom Gilbert,1485.55028,25.86868826,87,Tom Gilbert,D,MTL,1/10/83
Tom Kuhnhackl,1496.96811,37.57463317,22,Tom Kuhnhackl,R,PIT,1/21/92
Tommy Wingels,1486.71226,27.0599894,135,Tommy Wingels,C,SJS,4/12/88
Tom Wilson,1494.94485,35.50031869,61,Tom Wilson,R,WSH,3/29/94
Torey Krug,1530.62549,72.0813158,105,Torey Krug,D,BOS,4/12/91
Torrey Mitchell,1478.7632,18.91034464,112,Torrey Mitchell,C,MTL,1/30/85
Travis Hamonic,1524.94605,66.25856211,121,Travis Hamonic,D,NYI,8/16/90
Travis Moen,1484.94269,25.24576648,72,Travis Moen,L,DAL,4/6/82
Travis Zajac,1492.90512,33.40911861,123,Travis Zajac,C,NJD,5/13/85
Trevor Daley,1503.83023,44.60991034,107,Trevor Daley,D,PIT,10/9/83
Trevor Lewis,1487.10417,27.46178877,103,Trevor Lewis,C,LAK,1/8/87
Trevor van Riemsdyk,1482.97142,23.2247539,117,Trevor van Riemsdyk,D,CHI,7/24/91
Troy Brouwer,1500.92289,41.62920719,110,Troy Brouwer,R,STL,8/17/85
Tuomo Ruutu,1488.45498,28.8466848,80,Tuomo Ruutu,L,NJD,2/16/83
Tuukka Rask,1537.51589,79.14558658,109,Tuukka Rask,G,BOS,3/10/87
Tyler Bozak,1496.61068,37.20818387,115,Tyler Bozak,C,TOR,3/19/86
Tyler Ennis,1514.46036,55.50827861,114,Tyler Ennis,C,BUF,10/6/89
Tyler Johnson,1540.45014,82.15387877,128,Tyler Johnson,C,TBL,7/29/90
Tyler Kennedy,1496.36579,36.95711437,43,Tyler Kennedy,C,NJD,7/15/86
Tyler Myers,1527.33267,68.70540553,108,Tyler Myers,D,WPG,2/1/90
Tyler Randell,1485.94086,26.26912407,48,Tyler Randell,R,BOS,6/15/91
Tyler Seguin,1549.01852,90.93847131,128,Tyler Seguin,C,DAL,1/31/92
Tyler Toffoli,1527.18548,68.55450138,128,Tyler Toffoli,C,LAK,4/24/92
Tyson Barrie,1515.73247,56.81248874,108,Tyson Barrie,D,COL,7/26/91
Valeri Nichushkin,1517.14188,58.25746347,81,Valeri Nichushkin,R,DAL,3/4/95
Valtteri Filppula,1502.26605,43.00626018,112,Valtteri Filppula,C,TBL,3/20/84
Vernon Fiddler,1486.95368,27.30750134,89,Vernon Fiddler,C,DAL,5/9/80
Victor Bartley,1488.24259,28.6289354,97,Victor Bartley,D,MTL,2/17/88
Victor Hedman,1543.27774,85.05282978,121,Victor Hedman,D,TBL,12/18/90
Victor Rask,1501.21737,41.93111803,130,Victor Rask,C,CAR,3/1/93
Viktor Arvidsson,1485.10315,25.41027549,75,Viktor Arvidsson,L,NSH,4/8/93
Viktor Loov,1492.08202,32.5652487,27,Viktor Loov,D,TOR,11/16/92
Viktor Stalberg,1503.02171,43.78098833,89,Viktor Stalberg,L,NYR,1/17/86
Viktor Tikhonov,1487.98824,28.36816719,79,Viktor Tikhonov,R,ARI,5/12/88
Vincent Lecavalier,1476.5608,16.65236978,89,Vincent Lecavalier,C,LAK,4/21/80
Vincent Trocheck,1508.69023,49.59254647,111,Vincent Trocheck,C,FLA,7/11/93
Vladimir Tarasenko,1547.46452,89.34525803,112,Vladimir Tarasenko,R,STL,12/13/91
Vladislav Namestnikov,1504.31545,45.10737427,134,Vladislav Namestnikov,C,TBL,11/22/92
Wayne Simmonds,1520.52283,61.72372759,94,Wayne Simmonds,R,PHI,8/26/88
William Karlsson,1504.08286,44.86891515,21,William Karlsson,C,CBJ,1/8/93
William Nylander,1498.63393,39.28248809,18,William Nylander,C,TOR,5/1/96
Willie Mitchell,1487.99343,28.37348815,67,Willie Mitchell,D,FLA,4/23/77
Yann Danis,1489.40905,29.82482958,25,Yann Danis,G,NJD,6/21/81
Yannick Weber,1475.38067,15.44246065,117,Yannick Weber,D,VAN,9/23/88
Zach Bogosian,1506.20311,47.04266705,136,Zach Bogosian,D,BUF,7/15/90
Zach Hyman,1495.83138,36.40921919,20,Zach Hyman,C,TOR,6/9/92
Zach Parise,1531.27703,72.74929661,82,Zach Parise,L,MIN,7/28/84
Zach Redmond,1475.73867,15.80949434,89,Zach Redmond,D,COL,7/26/88
Zach Trotman,1483.27284,23.53377986,120,Zach Trotman,D,BOS,8/26/90
Zack Kassian,1489.51103,29.92938292,91,Zack Kassian,R,EDM,1/24/91
Zack Smith,1469.37144,9.281595116,102,Zack Smith,C,OTT,4/5/88
Zbynek Michalek,1492.59666,33.092875,121,Zbynek Michalek,D,ARI,12/23/82
Zdeno Chara,1526.84109,68.20142112,85,Zdeno Chara,D,BOS,3/18/77
Zemgus Girgensons,1489.90304,30.33128481,96,Zemgus Girgensons,C,BUF,1/5/94
